title,journal,authors,year,url,doi,Print-ISSN,E-ISSN,Category,Subcategory,Subcategory,Subcategory
Enhancing Accessibility: Exploring the Impact of AI in Assistive Technologies for Disabled Persons,Nafath,"Krishnan, Manickam",2024,http://dx.doi.org/10.54455/mcn2505,10.54455/mcn2505,,,,,,
Enhancing Decision Making Through Smart Predictive Analysis Using AI,"2023 3rd International Conference on Smart Generation Computing, Communication and Networking (SMART GENCON)","Srivastava, Dhiman, Kedia, Ravindran, Saxena, Varma",2023,http://dx.doi.org/10.1109/smartgencon60755.2023.10442706,10.1109/smartgencon60755.2023.10442706,,,,,,
Simplifying legal language: An AI-powered approach to enhance document accessibility,"Advances in AI for Biomedical Instrumentation, Electronics and Computing","Somwanshi, Alfatmi, Vibhandik, Karbhari, Jarsodiwala, Relan, Shahade",2024,http://dx.doi.org/10.1201/9781032644752-57,10.1201/9781032644752-57,,,,,,
Letter to the Editor: “How Can Biomedical Engineers Help Empower Individuals With Intellectual Disabilities? The Potential Benefits and Challenges of AI Technologies to Support Inclusivity and Transform Lives”,IEEE Journal of Translational Engineering in Health and Medicine,Di Nuovo,2024,http://dx.doi.org/10.1109/jtehm.2023.3331977,10.1109/jtehm.2023.3331977,21682372,,Physical Sciences,Engineering,,
My Algorithms Have Determined You're Not Human,The 21st International ACM SIGACCESS Conference on Computers and Accessibility,Nakamura,2019,http://dx.doi.org/10.1145/3308561.3353812,10.1145/3308561.3353812,,,,,,
P-775 What is the potential of cervicovaginal mucus as a biomarker for identifying the fertile window and the effectiveness of AI-enhanced prediction for scalability and accessibility?,Human Reproduction,"Nair, Kurumlu, He, Sancho, Ferrand, Jacques, Chambost, Hickman",2024,http://dx.doi.org/10.1093/humrep/deae108.1091,10.1093/humrep/deae108.1091,02681161,14602350,Health Sciences,,,
CONSIDERING GENERATIVE AI FOR ACCESSIBILITY IN INTELLIGENT EDUCATIONAL SYSTEMS,INTED Proceedings,Mehigan,2024,http://dx.doi.org/10.21125/inted.2024.0112,10.21125/inted.2024.0112,,,,,,
Emerging Technologies in Big Data,International Journal for Research in Applied Science and Engineering Technology,Nandhini,0,http://dx.doi.org/10.22214/ijraset.2018.6313,10.22214/ijraset.2018.6313,,,,,,
Ask not what AI can do for art... but what art can do for AI,Artnodes,Tromble,0,http://dx.doi.org/10.7238/a.v0i26.3368,10.7238/a.v0i26.3368,16955951,,Social Sciences,Arts and Humanities,Computer Science,
Unlocking Business Value with AI-Driven End User Experience Management (EUEM),2023 5th International Conference on Management Science and Industrial Engineering,Vijayakumar,2023,http://dx.doi.org/10.1145/3603955.3604004,10.1145/3603955.3604004,,,,,,
AI‐ and IoT‐Enabled Healthcare Applications,Reshaping Intelligent Business and Industry,"Chaitanya, Ghonge, Kumari, Lakshmi",2024,http://dx.doi.org/10.1002/9781119905202.ch22,10.1002/9781119905202.ch22,,,,,,
A LOW-COST VISION-BASED HUMAN-COMPUTER INTERFACE FOR PEOPLE WITH SEVERE DISABILITIES,"Biomedical Engineering: Applications, Basis and Communications","SU, SU, CHEN",2005,http://dx.doi.org/10.4015/s1016237205000433,10.4015/s1016237205000433,,,,,,
Artificial Intelligence (AI) in Healthcare,Concepts of Artificial Intelligence and its Application in Modern Healthcare Systems,"Chaudhary, Sharma, Mongia, Tripathi",2023,http://dx.doi.org/10.1201/9781003333081-1,10.1201/9781003333081-1,,,,,,
Improving Accessibility and Readability of Survey Reports in Digital Health Platforms using Conversational AI,2023 IEEE International Conference on Bioinformatics and Biomedicine (BIBM),"Zadeh, Sattler",2023,http://dx.doi.org/10.1109/bibm58861.2023.10386018,10.1109/bibm58861.2023.10386018,,,,,,
Implementation of AI-based assistive technologies for learners with physical disabilities in Kenya: a practical design thinking approach,"African Journal of Science, Technology and Social Sciences","Kirongo, Bundi, Kitaria, Huka, Muketha",0,http://dx.doi.org/10.58506/ajstss.v1i1.71,10.58506/ajstss.v1i1.71,,,,,,
"AI, architecture, accessibility, and data justice—ACADIA special issue",International Journal of Architectural Computing,"Cupkova, Wit, del Campo, Claypool",2023,http://dx.doi.org/10.1177/14780771231171939,10.1177/14780771231171939,14780771,,Physical Sciences,Computer Science,Engineering,
Experimental Crowd+AI Approaches to Track Accessibility Features in Sidewalk Intersections Over Time,Proceedings of the 23rd International ACM SIGACCESS Conference on Computers and Accessibility,"Sharif, Gopal, Saugstad, Bhatt, Fok, Weld, Asher Mankoff Dey, E. Froehlich",2021,http://dx.doi.org/10.1145/3441852.3476549,10.1145/3441852.3476549,,,,,,
Implementation of AI-based assistive technologies for learners with physical disabilities in Kenya: a practical design thinking approach,"African Journal of Science, Technology and Social Sciences","Kirongo, Bundi, Kitaria, Huka, Muketha",0,http://dx.doi.org/10.58506/ajstss.v1i1.71,10.58506/ajstss.v1i1.71,,,,,,
"Accessibility, transcription, and access everywhere",IBM Systems Journal,"Bain, Basson, Faisman, Kanevsky",2005,http://dx.doi.org/10.1147/sj.443.0589,10.1147/sj.443.0589,00188670,,Physical Sciences,Computer Science,Mathematics,
AI Based UI Development Using Deep Neural Networks (AI-UI),2022 1st International Conference on Computational Science and Technology (ICCST),"SureshKumar, Annamalai, Kumar, Susila",2022,http://dx.doi.org/10.1109/iccst55948.2022.10040459,10.1109/iccst55948.2022.10040459,,,,,,
EO4EU - AI-augmented ecosystem for Earth Observation data accessibility with Extended reality User Interfaces for Service and data exploitation,,"Baousis, Hadjiefthymiades, Andreou, Panagidh, Karatosun",0,http://dx.doi.org/10.5194/egusphere-egu23-5038,10.5194/egusphere-egu23-5038,,,,,,
Service provision for people with learning disability,Developmental Medicine &amp; Child Neurology,Baxter,2013,http://dx.doi.org/10.1111/dmcn.12279,10.1111/dmcn.12279,,,,,,
Empowering Educational Excellence through AI: Opportunities beyond Challenges,"International Conference on Trends and Innovations in Management, Engineering, Sciences and Humanities","Ekstein, Ekstein",0,http://dx.doi.org/10.37082/ijirmps.ictimesh-24.6,10.37082/ijirmps.ictimesh-24.6,,,,,,
"Enhancing Accessibility and Independence of Visually Impaired Individuals through AI, ML and IoT: The Development of a Smart Robot Assistant.",International Uni-Scientific Research Journal,"Adel, Goda, Sadek, Salama",2023,http://dx.doi.org/10.59271/s45078.023.2301.11,10.59271/s45078.023.2301.11,,,,,,
How administrative AI applications enhance organizational innovation and quality of work life for disabled employees: a case study of a Saudi University,"Access Journal - Access to Science, Business, Innovation in the digital economy","Alnaggar, Unknown, ABDULKADER, Unknown",0,http://dx.doi.org/10.46656/access.2024.5.1(5),10.46656/access.2024.5.1(5),,,,,,
Digital Games Accessibility,Lecture Notes in Computer Science,"Archambault, Dupire",2018,http://dx.doi.org/10.1007/978-3-319-94277-3_39,10.1007/978-3-319-94277-3_39,,,,,,
Building trust for data sourcing with the disabled community to build robust AI systems,2021 IEEE International Symposium on Technology and Society (ISTAS),Tsang,2021,http://dx.doi.org/10.1109/istas52410.2021.9629180,10.1109/istas52410.2021.9629180,,,,,,
Concurrent Session,Toxicon,,2020,http://dx.doi.org/10.1016/s0041-0101(20)30088-x,10.1016/s0041-0101(20)30088-x,00410101,18793150,Life Sciences,,,
Implementing AI-driven Sales in B2B Environments: Challenges and Solutions,Academy of Management Proceedings,"Szabó, Hortovanyi",2024,http://dx.doi.org/10.5465/amproc.2024.18731abstract,10.5465/amproc.2024.18731abstract,,,,,,
Data-driven B2B sales,Elgar Encyclopedia of Pricing,"Böringer, Kiewell",2024,http://dx.doi.org/10.4337/9781035307319.ch10,10.4337/9781035307319.ch10,,,,,,
Data-driven B2B sales,Elgar Encyclopedia of Pricing,"Böringer, Kiewell",2024,http://dx.doi.org/10.4337/9781035307319.ch10,10.4337/9781035307319.ch10,,,,,,
Data-driven B2B sales,Elgar Encyclopedia of Pricing,"Böringer, Kiewell",2024,http://dx.doi.org/10.4337/9781035307319.ch10,10.4337/9781035307319.ch10,,,,,,
Data-driven B2B sales,Elgar Encyclopedia of Pricing,"Böringer, Kiewell",2024,http://dx.doi.org/10.4337/9781035307319.ch10,10.4337/9781035307319.ch10,,,,,,
LA MEMORIA DEGLI DEI,Philologus,LANZA,2004,http://dx.doi.org/10.1524/phil.2004.148.1.3,10.1524/phil.2004.148.1.3,00317985,21967008,Social Sciences,Arts and Humanities,,
ØªØ¬Ø¯ÙŠØ¯ Ø§Ù„ÙÙƒØ± Ø§Ù„ØªØ±Ø¨ÙˆÙ‰ Ø§Ù„Ø¥Ø³Ù„Ø§Ù…ÙŠ Ø¹Ù†Ø¯ Ø§Ù„Ø´ÙŠØ® Ø¥Ù…Ø§Ù… Ø²Ø±ÙƒØ´ÙŠ,JOURNAL OF INDONESIAN ISLAM,Zarkasyi,0,http://dx.doi.org/10.15642/jiis.2011.5.1.153-191,10.15642/jiis.2011.5.1.153-191,,,,,,
Projeto de arquitetura de infraestruturas urbanas fluviais do rio Tamanduateí,,Luccia,0,http://dx.doi.org/10.11606/d.16.2018.tde-12122018-104536,10.11606/d.16.2018.tde-12122018-104536,,,,,,
L'architettura ferroviaria e le trasformazioni urbane: il caso di Madrid,CONNETTERE - UN DISEGNO PER ANNODARE E TESSERE · CONNECTING - DRAWING FOR WEAVING RELATIONSHIPS,Letizia Musaio Somma,2020,http://dx.doi.org/10.3280/oa-548.136,10.3280/oa-548.136,,,,,,
Nuove strategie per il piano di gestione del verde di Parchi e Giardini storici alla luce delle mutate condizioni ambientali e di fruizione,Restauro Archeologico,"Minelli, Viola",0,http://dx.doi.org/10.36253/rar-14330,10.36253/rar-14330,,,,,,
"Septorrinoplastias, un estudio descriptivo",Acta Otorrinolaringológica Española,"Balaguer García, Mompó Romero, Carrasco Llatas, Cuesta González, Dalmau Galofre",2009,http://dx.doi.org/10.1016/j.otorri.2009.06.004,10.1016/j.otorri.2009.06.004,,,,,,
E = AE = AI,Der Vokalismus des Vulgärlateins,,2014,http://dx.doi.org/10.1017/cbo9781139629478.012,10.1017/cbo9781139629478.012,,,,,,
BCI controlled robotic arm as assistance to the rehabilitation of neurologically disabled patients,Disability and Rehabilitation: Assistive Technology,"Casey, Azhar, Grzes, Sakel",2021,http://dx.doi.org/10.1080/17483107.2019.1683239,10.1080/17483107.2019.1683239,17483107,17483115,Physical Sciences,Engineering,,
Towards Independence: A BCI Telepresence Robot for People With Severe Motor Disabilities,Proceedings of the IEEE,"Leeb, Tonin, Rohm, Desideri, Carlson, Millan",2015,http://dx.doi.org/10.1109/jproc.2015.2419736,10.1109/jproc.2015.2419736,00189219,15582256,Physical Sciences,Computer Science,Engineering,
Advancing Brain-Computer Interface Applications for Severely Disabled Children Through a Multidisciplinary National Network: Summary of the Inaugural Pediatric BCI Canada Meeting,Frontiers in Human Neuroscience,"Kinney-Lang, Kelly, Floreani, Jadavji, Rowley, Zewdie, Anaraki, Bahari, Beckers, Castelane, Crawford, House, Rauh, Michaud, Mussi, Silver, Tuck, Adams, Andersen, Chau, Kirton",0,http://dx.doi.org/10.3389/fnhum.2020.593883,10.3389/fnhum.2020.593883,16625161,16625161,Life Sciences,,,
The challenge of controlling an auditory BCI in the case of severe motor disability,Journal of NeuroEngineering and Rehabilitation,"Séguin, Maby, Fouillen, Otman, Luauté, Giraux, Morlet, Mattout",0,http://dx.doi.org/10.1186/s12984-023-01289-3,10.1186/s12984-023-01289-3,17430003,,Health Sciences,,,
Innovative Approach to Control Wheelchair for Disabled People Using BCI,2018 3rd International Conference for Convergence in Technology (I2CT),"Lahane, Adavadkar, Tendulkar, Shah, Singhal",2018,http://dx.doi.org/10.1109/i2ct.2018.8529473,10.1109/i2ct.2018.8529473,,,,,,
A Self-Paced BCI With a Collaborative Controller for Highly Reliable Wheelchair Driving: Experimental Tests With Physically Disabled Individuals,IEEE Transactions on Human-Machine Systems,"Cruz, Pires, Lopes, Carona, Nunes",2021,http://dx.doi.org/10.1109/thms.2020.3047597,10.1109/thms.2020.3047597,21682291,,Social Sciences,Computer Science,Engineering,
Collaborative Brain-Computer Interface for People with Motor Disabilities [Research Frontier],IEEE Computational Intelligence Magazine,"Li, Nam",2016,http://dx.doi.org/10.1109/mci.2016.2572558,10.1109/mci.2016.2572558,1556603X,,Physical Sciences,Computer Science,Mathematics,
Mobile Healthcare and People with Disabilities: Current State and Future Needs,International Journal of Environmental Research and Public Health,"Jones, Morris, Deruyter",0,http://dx.doi.org/10.3390/ijerph15030515,10.3390/ijerph15030515,16617827,16604601,Physical Sciences,,,
The Survival of Intellectual Disabled Subjects in Social Environment Using BCI,2018 International Conference on Intelligent Computing and Communication for Smart World (I2C2SW),"Ashok, Karthik, Keerthana, Roshinee",2018,http://dx.doi.org/10.1109/i2c2sw45816.2018.8997133,10.1109/i2c2sw45816.2018.8997133,,,,,,
Review on BCI Virtual Rehabilitation and Remote Technology Based on EEG for Assistive Devices,Applied Sciences,"Lazcano-Herrera, Fuentes-Aguilar, Chairez, Alonso-Valerdi, Gonzalez-Mendoza, Alfaro-Ponce",0,http://dx.doi.org/10.3390/app122312253,10.3390/app122312253,14545101,14545101,Physical Sciences,Mathematics,,
"Providing physical and social autonomy to disabled people through BCI, telemonitoring and home support",Intelligenza Artificiale,"Miralles, Vargiu",2015,http://dx.doi.org/10.3233/ia-150078,10.3233/ia-150078,17248035,22110097,Physical Sciences,Computer Science,,
Hybrid BCI Coupling EEG and EMG for Severe Motor Disabilities,Procedia Manufacturing,"Rouillard, Duprès, Cabestaing, Leclercq, Bekaert, Piau, Vannobel, Lecocq",2015,http://dx.doi.org/10.1016/j.promfg.2015.07.104,10.1016/j.promfg.2015.07.104,,,,,,
BCI interface — New opportunities and hopes for the disabled. An overview of available solutions,2018 Baltic URSI Symposium (URSI),"Sobotnicka, Sobotnicki",2018,http://dx.doi.org/10.23919/ursi.2018.8406697,10.23919/ursi.2018.8406697,,,,,,
Development of a Brain-Computer Interface (BCI) for Person with Disabilities to Control Their Wheelchair Using Brain Waves,2023 IEEE 11th Region 10 Humanitarian Technology Conference (R10-HTC),"Salim Rafid, Miazee, Byzid, Anika, Hossain, Malek Azad",2023,http://dx.doi.org/10.1109/r10-htc57504.2023.10461776,10.1109/r10-htc57504.2023.10461776,,,,,,
Robotic Wheelchair Commanded by People with Disabilities Using Low/High-Frequency SSVEP-based BCI,IFMBE Proceedings,"Müller, Diez, Bastos-Filho, Sarcinelli-Filho, Mut, Laciar, Avila",2015,http://dx.doi.org/10.1007/978-3-319-19387-8_285,10.1007/978-3-319-19387-8_285,,,,,,
Brain computer interface with the P300 speller: Usability for disabled people with amyotrophic lateral sclerosis,Annals of Physical and Rehabilitation Medicine,"Guy, Soriani, Bruno, Papadopoulo, Desnuelle, Clerc",2018,http://dx.doi.org/10.1016/j.rehab.2017.09.004,10.1016/j.rehab.2017.09.004,18770657,18770665,Health Sciences,,,
Empowering Individuals With Disabilities: A 4-DoF BCI Wheelchair Using MI and EOG Signals,IEEE Access,"Glavas, Tzimourta, Tzallas, Giannakeas, Tsipouras",2024,http://dx.doi.org/10.1109/access.2024.3424953,10.1109/access.2024.3424953,21693536,,Physical Sciences,Computer Science,Engineering,
On the development of BCI and its neurofeedback training system for assistive communication device in persons with severe disability,2016 Asia-Pacific Signal and Information Processing Association Annual Summit and Conference (APSIPA),"Punsawad, Ngamrussameewong, Wongsawat",2016,http://dx.doi.org/10.1109/apsipa.2016.7820836,10.1109/apsipa.2016.7820836,,,,,,
Prototype of a BCI-Based Autonomous Communicating Robot for Disability Assessment,Studies in Computational Intelligence,"Zammouri, Zerouali",2021,http://dx.doi.org/10.1007/978-3-030-72065-0_12,10.1007/978-3-030-72065-0_12,1860949X,18609503,Physical Sciences,Computer Science,,
A Controllable Home Environment for the Physically Disabled Using the Principles of BCI,"2018 9th International Conference on Computing, Communication and Networking Technologies (ICCCNT)","Suhas, Dhal, Shankar, Hugar, Tejas",2018,http://dx.doi.org/10.1109/icccnt.2018.8494070,10.1109/icccnt.2018.8494070,,,,,,
EEG Based Smart Wheelchair For Disabled Persons Using Non-Invasive BCI,2022 International Conference on Computational Intelligence and Sustainable Engineering Solutions (CISES),"Krishna Rao, Yaswanthkumar Reddy, Greeshma, Vardhan Reddy",2022,http://dx.doi.org/10.1109/cises54857.2022.9844334,10.1109/cises54857.2022.9844334,,,,,,
Case report: post-stroke interventional BCI rehabilitation in an individual with preexisting sensorineural disability,Frontiers in Neuroengineering,"Young, Nigogosyan, Nair, Walton, Song, Tyler, Edwards, Caldera, Sattin, Williams, Prabhakaran",0,http://dx.doi.org/10.3389/fneng.2014.00018,10.3389/fneng.2014.00018,16626443,,Life Sciences,"Biochemistry, Genetics and Molecular Biology",Engineering,
